,fields.categorieentreprise,fields.etatadministratifunitelegale,fields.geolocetablissement,fields.trancheeffectifsunitelegale,fields.trancheeffectifsunitelegaletriable,fields.siretsiegeunitelegale,fields.siret,fields.etablissementsiege,fields.sectionunitelegale,fields.codepostaletablissement,fields.caractereemployeurunitelegale,fields.datecreationunitelegale,fields.datecreationetablissement,fields.denominationunitelegale,geometry.type,geometry.coordinates
10834,PME,Active,"[48.944687, 2.162733]",Etablissement non employeur,-1,49491047400035,49491047400027,non,Autres activités de services,78500.0,Oui,2006-02-14,2008-11-01,COLLECTIF PROD,Point,"[2.162733, 48.944687]"
10835,PME,Active,"[48.793284, 2.363235]",Etablissement non employeur,-1,42340617200035,42340617200035,oui,"Arts, spectacles et activités récréatives",94800.0,Oui,1999-04-27,2009-04-01,COMPAGNIE FEU FOLLET,Point,"[2.363235, 48.793284]"
10836,PME,Active,"[48.846577, 2.476204]",1 ou 2 salariés,01,42061453900021,42061453900021,oui,"Arts, spectacles et activités récréatives",94120.0,Oui,1998-08-05,2015-09-02,LA DEESSE COMPAGNIE,Point,"[2.476204, 48.846577]"
10837,PME,Active,"[47.74088, 5.105861]",1 ou 2 salariés,01,47957806400012,47957806400012,oui,"Arts, spectacles et activités récréatives",52160.0,Oui,2004-10-18,2004-10-18,LES DECISIFS,Point,"[5.105861, 47.74088]"
10838,PME,Active,"[48.866263, 2.385559]",Etablissement non employeur,-1,80308533100038,80308533100020,non,"Arts, spectacles et activités récréatives",75020.0,Non,2014-04-29,2015-01-14,IL PALINSESTO,Point,"[2.385559, 48.866263]"
10839,,Active,"[47.195017, -1.534102]",Etablissement non employeur,-1,43092636000057,43092636000040,non,Enseignement,44200.0,Non,1997-04-01,2015-01-19,ASS DES PROFESSEURS DE VENTE  A P V,Point,"[-1.534102, 47.195017]"
10840,,Active,"[48.879814, 2.319817]",Etablissement non employeur,-1,78475704900076,78475704900076,oui,Santé humaine et action sociale,75008.0,Oui,1982-10-01,1997-04-03,LES FRERES D ESPERANCE,Point,"[2.319817, 48.879814]"
10841,PME,Active,"[48.817356, 2.330635]",1 ou 2 salariés,01,44823865900032,44823865900024,non,"Arts, spectacles et activités récréatives",92120.0,Oui,2001-11-30,2008-02-26,LIGUE REGIONALE ILE DE FRANCE DE KARATE ET DISCIPLINES ASSOCIEES,Point,"[2.330635, 48.817356]"
10842,,Active,"[48.850508, 2.38691]",,,80771263300013,80771263300013,oui,Autres activités de services,75011.0,Non,2014-03-03,2014-03-03,TERRITOIRE 11,Point,"[2.38691, 48.850508]"
10843,PME,Active,"[46.747739, -1.951261]",,,82122855800010,82122855800010,oui,"Arts, spectacles et activités récréatives",85270.0,Oui,2016-06-15,2016-06-15,ORO Y NEGRO,Point,"[-1.951261, 46.747739]"
10844,PME,Active,"[48.69972, 2.220995]",1 ou 2 salariés,01,50149367000019,50149367000019,oui,"Arts, spectacles et activités récréatives",91140.0,Oui,2007-09-28,2007-09-28,KALEIDANS'SCOP,Point,"[2.220995, 48.69972]"
10845,PME,Active,"[48.852755, 2.655032]",0 salarié,00,81534779400019,81534779400019,oui,Autres activités de services,77200.0,Oui,2015-12-03,2015-12-03,PENSEES SAUVAGES,Point,"[2.655032, 48.852755]"
10846,PME,Active,"[48.828591, 2.383072]",Etablissement non employeur,-1,79497604300016,79497604300016,oui,Autres activités de services,75013.0,Oui,2010-04-26,2010-04-26,FONDS DE DOTATION FONDS POUR LA RECHERCHE ET LA FORMATION DANS LE DOMAINE DE LA PHYSIQUE DE L'UNIVERS,Point,"[2.383072, 48.828591]"
10847,,Active,"[48.651052, 2.324998]",,,88945154800016,88945154800016,oui,Autres activités de services,91700.0,Non,2020-04-21,2020-04-21,ANTISWIPE,Point,"[2.324998, 48.651052]"
10848,PME,Active,"[48.833139, 2.343447]",Etablissement non employeur,-1,50360718600015,50360718600015,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,2007-11-12,2007-11-12,LADY M,Point,"[2.343447, 48.833139]"
10849,,Active,"[48.825148, 2.323831]",,,88829604300019,88829604300019,oui,Commerce ; réparation d'automobiles et de motocycles,75014.0,Non,2020-07-29,2020-07-29,COOP14 ASSOCIATION,Point,"[2.323831, 48.825148]"
10850,PME,Active,"[48.852169, 2.36637]",1 ou 2 salariés,01,50258827000038,50258827000020,non,"Arts, spectacles et activités récréatives",75004.0,Oui,2006-03-20,2011-01-01,LA COMPAGNIE DU PETIT MUSC,Point,"[2.36637, 48.852169]"
10851,PME,Active,"[48.843765, 2.384948]",,,83157871100010,83157871100010,oui,"Arts, spectacles et activités récréatives",75012.0,Oui,2015-06-17,2015-06-17,ASSOCIATION SPORTIVE WU SHU TRADITION,Point,"[2.384948, 48.843765]"
10852,PME,Active,"[48.905199, 2.332849]",0 salarié,00,75054708500019,75054708500019,oui,Autres activités de services,93400.0,Oui,2011-04-14,2011-04-14,PERLES & POLLENS FABRIQUE DE COOPERATION ET D' ENCHANTEMENT,Point,"[2.332849, 48.905199]"
10853,,Active,"[48.850398, 2.389025]",,,82340204500012,82340204500012,oui,Autres activités de services,75011.0,Non,2016-10-21,2016-10-21,INTERFAITH TOUR,Point,"[2.389025, 48.850398]"
10854,,Active,"[48.861615, 2.376005]",,,51780822600024,51780822600024,oui,Autres activités de services,75011.0,Non,2007-11-29,2013-11-06,CHAPALU,Point,"[2.376005, 48.861615]"
10855,PME,Active,"[48.89579, 2.220973]",10 à 19 salariés,11,78471705000032,78471705000032,oui,Autres activités de services,92000.0,Oui,1900-01-01,2011-09-08,ASS SCIENTIFIQUE TECH EAU ENVIRON,Point,"[2.220973, 48.89579]"
10856,PME,Active,"[48.920827, 2.250495]",1 ou 2 salariés,01,38509407300066,38509407300041,non,"Arts, spectacles et activités récréatives",92700.0,Oui,1991-07-03,2007-10-16,ANNIBAL ET SES ELEPHANTS,Point,"[2.250495, 48.920827]"
10857,,Active,"[48.872027, 2.30674]",,,80242027300012,80242027300012,oui,"Arts, spectacles et activités récréatives",75008.0,Non,2014-04-14,2014-04-14,HYSTERIA,Point,"[2.30674, 48.872027]"
10858,PME,Active,"[48.844403, 2.222863]",20 à 49 salariés,12,78436272500045,78436272500045,oui,"Arts, spectacles et activités récréatives",92210.0,Oui,1983-05-25,2001-02-19,FEDERATION FRANCAISE DE BRIDGE,Point,"[2.222863, 48.844403]"
10859,,Cessée,"[48.894965, 2.226339]",Etablissement non employeur,-1,40080172600052,40080172600045,non,Santé humaine et action sociale,92000.0,Non,1994-10-06,2015-09-24,ADER-RIED,Point,"[2.226339, 48.894965]"
10860,,Active,"[48.855442, 2.404191]",,,53487249400016,53487249400016,oui,"Activités spécialisées, scientifiques et techniques",75020.0,Non,2010-10-28,2010-10-28,ASSOCIATION PASIONARA DIFFUSION,Point,"[2.404191, 48.855442]"
10861,PME,Active,"[48.859422, 2.30734]",10 à 19 salariés,11,33792085400029,33792085400029,oui,"Arts, spectacles et activités récréatives",75007.0,Oui,1986-01-01,2005-10-01,ASS ENCOURAGEMENT RETRAITES ANIMAT PHYSI,Point,"[2.30734, 48.859422]"
10862,PME,Active,"[44.908722, -0.245593]",10 à 19 salariés,11,39036477600034,39036477600026,non,Administration publique,33500.0,Oui,1993-01-01,2007-11-03,AGRISUD INTERNATIONAL,Point,"[-0.245593, 44.908722]"
10863,,Active,"[48.889604, 2.362805]",,,50221615300010,50221615300010,oui,Autres activités de services,75018.0,Non,2003-04-30,2003-04-30,MOUVEMENT INTERNATIONAL CULTUREL DE LA JEUNESSE,Point,"[2.362805, 48.889604]"
10864,,Active,"[48.865081, 2.350549]",,,84758608800019,84758608800019,oui,"Arts, spectacles et activités récréatives",75002.0,Non,2012-04-27,2012-04-27,LE RING PARISIEN,Point,"[2.350549, 48.865081]"
10865,,Active,"[48.87633, 2.148913]",,,90101760800018,90101760800018,oui,Autres activités de services,78290.0,Non,2020-02-10,2020-02-10,0 MEGOT,Point,"[2.148913, 48.87633]"
10866,,Active,"[48.870083, 2.374772]",,,81325654200016,81325654200016,oui,"Arts, spectacles et activités récréatives",75011.0,Oui,2015-07-01,2015-07-01,THEATRE DE LA SUSPENSION,Point,"[2.374772, 48.870083]"
10867,PME,Active,"[48.845547, 2.298858]",20 à 49 salariés,12,31746893200023,31746893200023,oui,Santé humaine et action sociale,75015.0,Oui,1979-01-01,1983-11-01,VIE ET AVENIR,Point,"[2.298858, 48.845547]"
10868,PME,Active,"[48.887409, 2.379229]",,,53242798600015,53242798600015,oui,Autres activités de services,75019.0,Oui,2011-03-01,2011-03-01,FEDERATION INTERNATIONALE DES CAFES DES ENFANTS,Point,"[2.379229, 48.887409]"
10869,PME,Active,"[48.881784, 2.36872]",10 à 19 salariés,11,40539516100038,40539516100038,oui,Enseignement,75010.0,Oui,1993-01-01,2014-09-25,MELODIX (COURS DE MUSIQUE POUR ADULTES PARIS XE),Point,"[2.36872, 48.881784]"
10870,,Active,"[48.87053, 2.36193]",,,80131736300019,80131736300019,oui,Autres activités de services,75010.0,Non,2014-02-14,2014-02-14,PARIS DOCKS,Point,"[2.36193, 48.87053]"
10871,PME,Active,"[48.796225, 2.30185]",1 ou 2 salariés,01,44284388400051,44284388400044,non,"Arts, spectacles et activités récréatives",92220.0,Non,2002-06-12,2013-11-29,TEKNAI,Point,"[2.30185, 48.796225]"
10872,,Active,"[48.843765, 2.384948]",,,48924986200017,48924986200017,oui,Autres activités de services,75012.0,Non,2003-03-28,2003-03-28,ASSOCIATION AUTOUR DE LA BALEINE,Point,"[2.384948, 48.843765]"
10873,PME,Active,"[48.865568, 2.442309]",1 ou 2 salariés,01,80912374800034,80912374800034,oui,"Arts, spectacles et activités récréatives",93100.0,Oui,2015-01-20,2020-01-20,MON GRAND L'OMBRE,Point,"[2.442309, 48.865568]"
10874,PME,Active,"[48.886339, 2.173264]",3 à 5 salariés,02,42095473700037,42095473700029,non,"Arts, spectacles et activités récréatives",92500.0,Oui,1998-11-13,2009-06-10,ZEFIRO THEATRE,Point,"[2.173264, 48.886339]"
10875,PME,Active,"[48.880406, 2.376545]",Etablissement non employeur,-1,52921713500027,52921713500027,oui,"Arts, spectacles et activités récréatives",75019.0,Oui,2010-09-24,2012-10-09,COMPAGNIE LE SINGE BLEU,Point,"[2.376545, 48.880406]"
10876,,Active,"[48.771479, 1.976971]",,,79261423200017,79261423200017,oui,Autres activités de services,78190.0,Non,2011-05-10,2011-05-10,SOLEIL DU MONDE,Point,"[1.976971, 48.771479]"
10877,,Active,"[48.861827, 2.284151]",,,53981384000011,53981384000011,oui,Enseignement,75016.0,Non,2011-10-18,2011-10-18,ECHECS 16,Point,"[2.284151, 48.861827]"
10878,,Active,"[48.859382, 2.349291]",,,88910071500016,88910071500016,oui,Santé humaine et action sociale,75004.0,Non,2020-07-10,2020-07-10,SOIE ROUGE,Point,"[2.349291, 48.859382]"
10879,,Active,"[43.488283, 5.421015]",,,50934065900028,50934065900028,oui,Autres activités de services,13080.0,Non,2004-11-04,2011-05-14,SOLIDARITE EAU SUD,Point,"[5.421015, 43.488283]"
10880,PME,Active,"[48.803912, 2.240229]",1 ou 2 salariés,01,41328195700048,41328195700030,non,"Arts, spectacles et activités récréatives",92190.0,Oui,1997-06-04,2007-01-01,LA COMPAGNIE DE L'ATHANOR,Point,"[2.240229, 48.803912]"
10881,PME,Active,"[48.847713, 2.286577]",Etablissement non employeur,-1,51100241200019,51100241200019,oui,Autres activités de services,75015.0,Oui,2008-09-29,2008-09-29,ASSOCIATION POUR LE RECENSEMENT ET LA LOCALISATION DES DEFIBRILLATEURS,Point,"[2.286577, 48.847713]"
10882,,Active,"[48.881901, 2.345567]",,,89473157900013,89473157900013,oui,Autres activités de services,75009.0,Non,2021-02-25,2021-02-25,ASSOCIATION DES COMMERCANTS DE L'AVENUE TRUDAINE ET DES RUES ADJACENTES,Point,"[2.345567, 48.881901]"
10883,,Active,"[48.870505, 2.342543]",,,79848810200012,79848810200012,oui,Autres activités de services,75002.0,Non,2013-04-23,2013-04-23,OPEN KNOWLEDGE F. FRANCE,Point,"[2.342543, 48.870505]"
10884,PME,Active,"[48.865605, 2.407166]",1 ou 2 salariés,01,49087736200056,49087736200056,oui,"Arts, spectacles et activités récréatives",75020.0,Non,2005-11-25,2015-03-12,PEGAZZ & L'HELICON,Point,"[2.407166, 48.865605]"
10885,PME,Active,"[48.893241, 2.224407]",Etablissement non employeur,-1,49823942500024,49823942500016,non,Autres activités de services,92000.0,Non,2007-01-15,2007-01-15,ARTAIS ART CONTEMPORAIN,Point,"[2.224407, 48.893241]"
10886,PME,Active,"[48.874276, 2.397787]",1 ou 2 salariés,01,83505733200016,83505733200016,oui,"Arts, spectacles et activités récréatives",75020.0,Oui,2017-11-22,2017-11-22,BOITE NOIRE,Point,"[2.397787, 48.874276]"
10887,,Active,"[48.853533, 2.348222]",,,83005708900013,83005708900013,oui,Autres activités de services,75004.0,Non,2017-03-28,2017-03-28,ASSOCIATION LUX FIAT,Point,"[2.348222, 48.853533]"
10888,,Active,"[48.896439, 2.339612]",,,88148339000020,88148339000012,non,Autres activités de services,75018.0,Non,2020-01-13,2020-01-13,3 CHEMINS,Point,"[2.339612, 48.896439]"
10889,PME,Active,"[48.846809, 2.38343]",Etablissement non employeur,-1,51846218900011,51846218900011,oui,"Arts, spectacles et activités récréatives",75012.0,Oui,2009-05-18,2009-05-18,MEMOIRES SONORES,Point,"[2.38343, 48.846809]"
10890,PME,Active,"[48.832088, 2.338791]",100 à 199 salariés,22,78457063200017,78457063200017,oui,Santé humaine et action sociale,75014.0,Oui,1989-03-01,1989-03-01,INSTITUT ALFRED FOURNIER,Point,"[2.338791, 48.832088]"
10891,PME,Active,"[48.874402, 2.36175]",,,48249966200021,48249966200013,non,Autres activités de services,75010.0,Oui,2004-07-01,2004-07-01,CEAFS,Point,"[2.36175, 48.874402]"
10892,,Active,"[48.82321, 2.344125]",,,88842606100014,88842606100014,oui,"Arts, spectacles et activités récréatives",75013.0,Oui,2020-09-14,2020-09-14,COMPAGNIE ANAIDA,Point,"[2.344125, 48.82321]"
10893,PME,Active,"[48.865978, 2.449697]",,,81007158900024,81007158900024,oui,"Arts, spectacles et activités récréatives",93100.0,Non,2014-12-10,2016-03-26,COLLECTIF RECIDIVA,Point,"[2.449697, 48.865978]"
10894,,Active,"[43.731927, 0.874199]",,,50291391600016,50291391600016,oui,Autres activités de services,32120.0,Non,2008-01-11,2008-01-11,L'EAU DU DESERT,Point,"[0.874199, 43.731927]"
10895,,Active,"[48.883734, 2.37452]",,,52188706700010,52188706700010,oui,Autres activités de services,75019.0,Non,2010-03-18,2010-03-18,ASSOCIATION SIMON BASINGER,Point,"[2.37452, 48.883734]"
10896,PME,Active,"[48.88057, 2.39113]",1 ou 2 salariés,01,50898198200038,50898198200038,oui,"Arts, spectacles et activités récréatives",75019.0,Oui,2008-10-24,2016-05-03,ASSOCIATION BAGACERA,Point,"[2.39113, 48.88057]"
10897,PME,Active,"[48.893341, 2.32568]",1 ou 2 salariés,01,44874855800062,44874855800062,oui,"Arts, spectacles et activités récréatives",75017.0,Oui,2003-04-02,2014-03-24,PM,Point,"[2.32568, 48.893341]"
10898,PME,Active,"[48.828802, 2.324348]",3 à 5 salariés,02,49449980900023,49449980900023,oui,Autres activités de services,75014.0,Oui,2006-07-11,2021-05-26,AMICALE EDOUARD-PETIT,Point,"[2.324348, 48.828802]"
10899,,Cessée,"[48.856222, 2.367392]",,,87778748100010,87778748100010,oui,"Arts, spectacles et activités récréatives",75003.0,Non,2019-05-09,2019-05-09,ASSOCIATION S'EMANCINE,Point,"[2.367392, 48.856222]"
10900,,Active,"[48.790375, 2.367046]",,,53414688100014,53414688100014,oui,Autres activités de services,94800.0,Non,2009-06-29,2009-06-29,MALANGOCHA,Point,"[2.367046, 48.790375]"
10901,PME,Active,"[48.834386, 2.326398]",1 ou 2 salariés,01,77571892700038,77571892700020,non,Autres activités de services,75014.0,Oui,1900-01-01,1900-01-01,PHOTO CINE CLUB DU VAL DE BIEVRES,Point,"[2.326398, 48.834386]"
10902,,Active,"[48.856456, 2.399199]",,,84129226100010,84129226100010,oui,"Arts, spectacles et activités récréatives",75020.0,Oui,2018-07-05,2018-07-05,CAMINO REAL,Point,"[2.399199, 48.856456]"
10903,PME,Active,"[48.897058, 2.392912]",3 à 5 salariés,02,40020765000062,40020765000062,oui,Autres activités de services,75019.0,Non,1995-01-01,2021-04-01,COORACE ILE DE FRANCE,Point,"[2.392912, 48.897058]"
10904,,Active,"[48.889572, 2.347127]",,,84874890100024,84874890100024,oui,Santé humaine et action sociale,75018.0,Non,2018-10-22,2020-03-04,COEUR OUVERT FOOD SOLIDAIRE,Point,"[2.347127, 48.889572]"
10905,,Active,"[48.842455, 2.317245]",,,89459548700014,89459548700014,oui,"Arts, spectacles et activités récréatives",75015.0,Oui,2020-03-07,2020-03-07,COMPAGNIE ACTEURS AU PLURIEL,Point,"[2.317245, 48.842455]"
10906,,Active,"[48.873229, 2.381331]",,,80991691900016,80991691900016,oui,Autres activités de services,75019.0,Non,2014-11-12,2014-11-12,THERAPOETES,Point,"[2.381331, 48.873229]"
10907,PME,Active,"[48.852764, 2.267418]",Etablissement non employeur,-1,53268454500017,53268454500017,oui,Autres activités de services,75016.0,Oui,2010-12-20,2010-12-20,INSTITUT MEDICAL JASMIN,Point,"[2.267418, 48.852764]"
10908,,Active,"[48.850411, 2.390224]",,,79394134500019,79394134500019,oui,Autres activités de services,75011.0,Non,2010-12-01,2010-12-01,LA DECOUPE,Point,"[2.390224, 48.850411]"
10909,PME,Active,"[48.570631, 7.465399]",0 salarié,00,81271068900017,81271068900017,oui,"Arts, spectacles et activités récréatives",67310.0,Oui,2014-12-01,2014-12-01,ONOM,Point,"[7.465399, 48.570631]"
10910,PME,Active,"[48.8558, 2.355043]",3 à 5 salariés,02,31486705200073,31486705200065,non,Information et communication,75004.0,Oui,1979-01-01,1989-03-20,ASS DIFFUSION HISTOIRE ART,Point,"[2.355043, 48.8558]"
10911,,Active,"[48.873108, 2.382825]",Etablissement non employeur,-1,44117961100021,44117961100021,oui,"Arts, spectacles et activités récréatives",75020.0,Non,2001-10-20,2002-04-01,IMAGE ET MOT,Point,"[2.382825, 48.873108]"
10912,PME,Active,"[48.880406, 2.376545]",,,83377618000022,83377618000022,oui,"Arts, spectacles et activités récréatives",75019.0,Non,2017-11-14,2020-05-30,COMPAGNIE ADRENALYNE,Point,"[2.376545, 48.880406]"
10913,PME,Active,"[48.862011, 2.382213]",1 ou 2 salariés,01,31891899200054,31891899200054,oui,Autres activités de services,75011.0,Oui,1980-02-01,2015-04-01,COMMUNAU ACCCUEIL SITES ARTISTIQUES,Point,"[2.382213, 48.862011]"
10914,,Active,"[43.439367, 3.262522]",,,85267171800017,85267171800017,oui,"Arts, spectacles et activités récréatives",34290.0,Non,2019-06-26,2019-06-26,COMPAGNIE FCCB,Point,"[3.262522, 43.439367]"
10915,PME,Active,"[43.61685, 1.408356]",Etablissement non employeur,-1,38944347400033,38944347400033,oui,"Arts, spectacles et activités récréatives",31200.0,Oui,1992-11-01,2012-01-30,LES PRODUCTIONS DU VENDREDI,Point,"[1.408356, 43.61685]"
10916,,Active,"[48.866464, 2.332503]",,,81230423600019,81230423600019,oui,"Arts, spectacles et activités récréatives",75001.0,Non,2015-06-05,2015-06-05,ASSOCIATION DES SPORTS DE PLEINE NATURE DE PARIS,Point,"[2.332503, 48.866464]"
10917,PME,Active,"[48.881235, 2.310208]",1 ou 2 salariés,01,34269201900066,34269201900058,non,Autres activités de services,75017.0,Oui,1987-08-04,1999-04-01,ASSOCIATION JEAN MONNET,Point,"[2.310208, 48.881235]"
10918,,Active,"[48.841552, 2.349347]",,,79896504200012,79896504200012,oui,Autres activités de services,75005.0,Non,2013-10-30,2013-10-30,REUSSIR ILE DE FRANCE,Point,"[2.349347, 48.841552]"
10919,,Active,"[48.843379, 2.286068]",,,49099758200013,49099758200013,oui,Autres activités de services,75015.0,Non,2006-04-07,2006-04-07,ASS NATIONALE POUR LA PROTECTION DE LA MEMOIRE DES VICTIMES DE L'O.A.S.,Point,"[2.286068, 48.843379]"
10920,,Active,"[48.819246, 2.320684]",,,89092765000014,89092765000014,oui,"Arts, spectacles et activités récréatives",92120.0,Oui,2020-11-09,2020-11-09,COMPAGNIE L'ARTISANIE,Point,"[2.320684, 48.819246]"
10921,,Active,"[48.849555, 2.377514]",,,81323957100017,81323957100017,oui,Information et communication,75012.0,Non,2014-07-03,2014-07-03,INAWORLD PRODUCTION,Point,"[2.377514, 48.849555]"
10922,PME,Active,"[48.854001, 2.388808]",0 salarié,00,50738501100030,50738501100022,non,Autres activités de services,75011.0,Oui,2005-02-21,2011-03-07,COMITE MONDIAL POUR LES APPRENTISSAGES TOUT AU LONG DE LA VIE,Point,"[2.388808, 48.854001]"
10923,,Active,"[48.711785, 2.211817]",Etablissement non employeur,-1,39325375200033,39325375200017,non,Autres activités de services,91120.0,Oui,1993-10-15,1993-10-15,MUSIQUE EN GRANDES ECOLES,Point,"[2.211817, 48.711785]"
10924,PME,Active,"[48.86887, 2.385816]",Etablissement non employeur,-1,52964787700016,52964787700016,oui,"Arts, spectacles et activités récréatives",75020.0,Non,2010-09-01,2010-09-01,EUROARTCITIZENS,Point,"[2.385816, 48.86887]"
10925,PME,Active,"[48.858866, 2.540633]",1 ou 2 salariés,01,78954424400013,78954424400013,oui,"Activités spécialisées, scientifiques et techniques",93330.0,Oui,2012-11-09,2012-11-09,ASSOCIATION NUEVO,Point,"[2.540633, 48.858866]"
10926,,Active,,,,50323418900010,50323418900010,oui,Autres activités de services,42800.0,Non,2008-02-09,2008-02-09,TONGA TERRE D ' ACCUEIL,,
10927,PME,Active,"[48.831832, 2.295756]",Etablissement non employeur,-1,49021450900039,49021450900039,oui,Autres activités de services,75015.0,Oui,2003-07-09,2010-06-01,MUNCI,Point,"[2.295756, 48.831832]"
10928,,Active,"[48.881225, 2.328101]",,,88979884900010,88979884900010,oui,"Arts, spectacles et activités récréatives",75009.0,Non,2017-03-16,2017-03-16,LEVE-TOI & GRIMPE !,Point,"[2.328101, 48.881225]"
10929,,Active,"[48.830188, 2.304679]",,,80147405700024,80147405700016,non,Autres activités de services,75015.0,Non,2014-03-25,2014-03-25,PARISEURO,Point,"[2.304679, 48.830188]"
10930,PME,Active,"[50.367763, 3.458937]",0 salarié,00,43177060100059,43177060100059,oui,"Arts, spectacles et activités récréatives",59494.0,Non,2000-04-01,2018-01-11,LEA P. NING,Point,"[3.458937, 50.367763]"
10931,PME,Active,"[48.906466, 2.387482]",1 ou 2 salariés,01,40342235500046,40342235500046,oui,"Arts, spectacles et activités récréatives",93300.0,Oui,1993-01-15,2006-09-04,LES ANGES MI-CHUS,Point,"[2.387482, 48.906466]"
10932,PME,Active,"[48.848793, 2.364789]",Etablissement non employeur,-1,40241100300021,40241100300021,oui,Autres activités de services,75004.0,Non,1995-02-01,2010-06-07,INUKSUK,Point,"[2.364789, 48.848793]"
10933,PME,Active,"[48.676993, 2.340971]",1 ou 2 salariés,01,44302153000029,44302153000029,oui,"Arts, spectacles et activités récréatives",91600.0,Oui,2001-10-15,2018-09-02,COLLECTIF AUTRUCHE,Point,"[2.340971, 48.676993]"
10934,,Active,"[48.875882, 2.337042]",,,53923594500018,53923594500018,oui,Autres activités de services,75009.0,Non,2010-08-03,2010-08-03,UNION DES COMMUNAUTES JUIVES DE FRANCE,Point,"[2.337042, 48.875882]"
10935,,Active,"[48.886419, 2.196709]",,,81160770400012,81160770400012,oui,Autres activités de services,92000.0,Non,2015-02-08,2015-02-08,EVOLUTION D'HAITI,Point,"[2.196709, 48.886419]"
10936,PME,Active,"[48.875276, 2.389852]",Etablissement non employeur,-1,79083226500025,79083226500017,non,"Arts, spectacles et activités récréatives",75020.0,Non,2012-11-05,2012-11-05,JUSTE APRES,Point,"[2.389852, 48.875276]"
10937,,Active,"[48.868486, 2.378091]",,,80923891800027,80923891800019,non,"Arts, spectacles et activités récréatives",75011.0,Non,2014-07-28,2014-07-28,LES AMIS DU PITCH ME,Point,"[2.378091, 48.868486]"
10938,PME,Active,"[48.880978, 2.335937]",Etablissement non employeur,-1,35389382900021,35389382900021,oui,"Arts, spectacles et activités récréatives",75009.0,Oui,1990-01-09,2010-01-19,EGG'S ECHO,Point,"[2.335937, 48.880978]"
10939,,Active,"[42.671898, 2.890472]",,,81907004600027,81907004600019,non,Autres activités de services,66100.0,Non,2016-02-23,2016-02-23,ASSOCIATION MEDECINE POUR TOUS,Point,"[2.890472, 42.671898]"
10940,PME,Active,"[48.884986, 2.407126]",3 à 5 salariés,02,43832114300028,43832114300010,non,"Arts, spectacles et activités récréatives",93310.0,Oui,1999-07-17,1999-07-17,COMPAGNIE AH,Point,"[2.407126, 48.884986]"
10941,PME,Active,"[48.884357, 2.44377]",6 à 9 salariés,03,75193834100037,75193834100037,oui,"Arts, spectacles et activités récréatives",93130.0,Oui,2011-09-19,2020-09-01,COMPAGNIE PLIEZ BAGAGE,Point,"[2.44377, 48.884357]"
10942,,Active,"[48.865081, 2.350549]",,,81917372500014,81917372500014,oui,Autres activités de services,75002.0,Non,2015-10-19,2015-10-19,L ABEILLE DU 2,Point,"[2.350549, 48.865081]"
10943,PME,Active,"[48.893526, 2.801508]",Etablissement non employeur,-1,82377548100018,82377548100018,oui,"Arts, spectacles et activités récréatives",77700.0,Non,2016-11-24,2016-11-24,COMPAGNIE A TOUT VA,Point,"[2.801508, 48.893526]"
10944,,Active,"[48.843781, 2.279946]",,,75179454600026,75179454600018,non,Autres activités de services,75015.0,Non,2011-11-23,2011-11-23,ASSO ETUDIANTS EGYPTIENS EN FRANCE,Point,"[2.279946, 48.843781]"
10945,,Active,"[48.882435, 2.293045]",,,79290555600017,79290555600017,oui,Autres activités de services,75017.0,Non,2013-04-12,2013-04-12,L'ATELIER IDA ASSOCIATION POUR LES ATELIERS A L'ECOLE,Point,"[2.293045, 48.882435]"
10946,,Active,"[48.832514, 2.366934]",,,50766484500017,50766484500017,oui,Autres activités de services,75013.0,Non,2008-06-09,2008-06-09,FESTIVALS DES MUSIQUES SACREES  DE PARIS,Point,"[2.366934, 48.832514]"
10947,,Active,"[43.284757, 5.38165]",,,81186850400010,81186850400010,oui,Autres activités de services,13006.0,Non,2015-01-06,2015-01-06,SMART CYCLE,Point,"[5.38165, 43.284757]"
10948,PME,Active,"[48.847052, 2.46989]",1 ou 2 salariés,01,52870289700042,52870289700042,oui,"Arts, spectacles et activités récréatives",94120.0,Oui,2010-05-11,2020-12-28,AIBA,Point,"[2.46989, 48.847052]"
10949,,Active,"[48.881784, 2.36872]",,,88790550300017,88790550300017,oui,"Arts, spectacles et activités récréatives",75010.0,Non,2020-07-23,2020-07-23,ACTEE,Point,"[2.36872, 48.881784]"
10950,,Active,"[47.227657, -1.520378]",,,82322466200028,82322466200010,non,Autres activités de services,44300.0,Non,2016-05-30,2016-05-30,AMIS DE TERRA ECO,Point,"[-1.520378, 47.227657]"
10951,PME,Active,"[48.877378, 2.337178]",Etablissement non employeur,-1,82061961700013,82061961700013,oui,"Arts, spectacles et activités récréatives",75009.0,Oui,2016-05-03,2016-05-03,L'ART EN VIE,Point,"[2.337178, 48.877378]"
10952,,Active,"[49.012237, 1.553421]",,,85396126600014,85396126600014,oui,"Arts, spectacles et activités récréatives",78270.0,Oui,2019-09-16,2019-09-16,COMPAGNIE LES FAUTES DE FRAPPE,Point,"[1.553421, 49.012237]"
10953,,Active,"[43.296951, 5.371541]",,,81454864000014,81454864000014,oui,Information et communication,13002.0,Non,2015-11-03,2015-11-03,PI DAY,Point,"[5.371541, 43.296951]"
